omega (eV),epsilon 1,epsilon 2,n,k,alpha (1/m)
1.22E+01,-2.28E+00,0.763077076,0.249134,1.53146,1.89E+08
1.22E+01,-2.27E+00,0.762586407,0.249585,1.52771,1.89E+08
1.22E+01,-2.26E+00,0.762430181,0.250134,1.52405,1.88E+08
1.22E+01,-2.25E+00,0.76258859,0.250773,1.52048,1.88E+08
1.22E+01,-2.24E+00,0.763040308,0.251495,1.51701,1.88E+08
1.22E+01,-2.23E+00,0.763762703,0.252293,1.51364,1.87E+08
1.22E+01,-2.22E+00,0.764732057,0.253158,1.51038,1.87E+08
1.22E+01,-2.21E+00,0.765923796,0.254081,1.50724,1.87E+08
1.23E+01,-2.20E+00,0.767312724,0.255054,1.50421,1.87E+08
1.23E+01,-2.19E+00,0.76887326,0.256069,1.5013,1.87E+08
1.23E+01,-2.18E+00,0.770579675,0.257115,1.49851,1.86E+08
1.23E+01,-2.17E+00,0.77240632,0.258185,1.49584,1.86E+08
1.23E+01,-2.16E+00,0.774327846,0.259269,1.49329,1.86E+08
1.23E+01,-2.15E+00,0.776319417,0.260361,1.49085,1.86E+08
1.23E+01,-2.15E+00,0.778356902,0.261451,1.48854,1.86E+08
1.23E+01,-2.14E+00,0.780417049,0.262531,1.48633,1.86E+08
1.23E+01,-2.13E+00,0.782477642,0.263596,1.48424,1.85E+08
1.23E+01,-2.13E+00,0.784517633,0.264637,1.48225,1.85E+08
1.24E+01,-2.12E+00,0.786517252,0.265648,1.48037,1.85E+08
1.24E+01,-2.12E+00,0.788458089,0.266625,1.47859,1.85E+08
1.24E+01,-2.11E+00,0.790323153,0.26756,1.47691,1.85E+08
1.24E+01,-2.10E+00,0.792096906,0.268451,1.47531,1.85E+08
1.24E+01,-2.10E+00,0.793765269,0.269291,1.4738,1.85E+08
1.24E+01,-2.09E+00,0.795315605,0.270079,1.47238,1.85E+08
1.24E+01,-2.09E+00,0.796736684,0.27081,1.47103,1.85E+08
1.24E+01,-2.09E+00,0.798018622,0.271482,1.46975,1.85E+08
1.24E+01,-2.08E+00,0.799152804,0.272092,1.46853,1.85E+08
1.24E+01,-2.08E+00,0.800131796,0.272639,1.46738,1.85E+08
1.25E+01,-2.08E+00,0.800949236,0.273121,1.46629,1.85E+08
1.25E+01,-2.07E+00,0.801599722,0.273537,1.46525,1.85E+08
1.25E+01,-2.07E+00,0.802078696,0.273886,1.46426,1.85E+08
1.25E+01,-2.07E+00,0.802382319,0.274167,1.46331,1.85E+08
1.25E+01,-2.06E+00,0.802507352,0.27438,1.4624,1.85E+08
1.25E+01,-2.06E+00,0.802451039,0.274525,1.46153,1.85E+08
1.25E+01,-2.06E+00,0.802210994,0.2746,1.46069,1.85E+08
1.25E+01,-2.06E+00,0.801785106,0.274606,1.45988,1.85E+08
1.25E+01,-2.05E+00,0.801171444,0.274543,1.4591,1.85E+08
1.25E+01,-2.05E+00,0.800368185,0.27441,1.45834,1.85E+08
1.26E+01,-2.05E+00,0.799373556,0.274207,1.45761,1.85E+08
1.26E+01,-2.05E+00,0.798185788,0.273935,1.45689,1.85E+08
1.26E+01,-2.05E+00,0.796803094,0.273593,1.45618,1.86E+08
1.26E+01,-2.04E+00,0.79522366,0.27318,1.45549,1.86E+08
1.26E+01,-2.04E+00,0.793445655,0.272698,1.45481,1.86E+08
1.26E+01,-2.04E+00,0.791467259,0.272145,1.45413,1.86E+08
1.26E+01,-2.04E+00,0.789286706,0.271521,1.45345,1.86E+08
1.26E+01,-2.04E+00,0.786902339,0.270827,1.45278,1.86E+08
1.26E+01,-2.04E+00,0.784312681,0.270062,1.4521,1.86E+08
1.26E+01,-2.03E+00,0.781516516,0.269226,1.45141,1.86E+08
1.27E+01,-2.03E+00,0.778512972,0.26832,1.45072,1.86E+08
1.27E+01,-2.03E+00,0.775301618,0.267344,1.45001,1.86E+08
1.27E+01,-2.03E+00,0.771882555,0.266299,1.44928,1.86E+08
1.27E+01,-2.03E+00,0.768256515,0.265185,1.44853,1.86E+08
1.27E+01,-2.03E+00,0.764424943,0.264004,1.44775,1.86E+08
1.27E+01,-2.02E+00,0.760390091,0.262756,1.44695,1.86E+08
1.27E+01,-2.02E+00,0.756155084,0.261444,1.44611,1.86E+08
1.27E+01,-2.02E+00,0.75172399,0.260069,1.44524,1.86E+08
1.27E+01,-2.02E+00,0.747101865,0.258633,1.44433,1.86E+08
1.27E+01,-2.02E+00,0.742294788,0.25714,1.44337,1.86E+08
1.28E+01,-2.02E+00,0.73730988,0.255591,1.44236,1.86E+08
1.28E+01,-2.01E+00,0.732155296,0.25399,1.44131,1.86E+08
1.28E+01,-2.01E+00,0.72684021,0.252341,1.4402,1.86E+08
1.28E+01,-2.01E+00,0.721374769,0.250646,1.43903,1.86E+08
1.28E+01,-2.01E+00,0.715770032,0.248911,1.4378,1.86E+08
1.28E+01,-2.00E+00,0.710037893,0.247139,1.43651,1.86E+08
1.28E+01,-2.00E+00,0.704190982,0.245335,1.43516,1.86E+08
1.28E+01,-2.00E+00,0.698242551,0.243503,1.43375,1.86E+08
1.28E+01,-1.99E+00,0.692206347,0.241647,1.43227,1.86E+08
1.28E+01,-1.99E+00,0.686096466,0.239774,1.43072,1.86E+08
1.29E+01,-1.99E+00,0.679927209,0.237886,1.4291,1.86E+08
1.29E+01,-1.98E+00,0.673712923,0.23599,1.42742,1.86E+08
1.29E+01,-1.98E+00,0.667467835,0.234089,1.42567,1.86E+08
1.29E+01,-1.97E+00,0.661205895,0.232188,1.42386,1.86E+08
1.29E+01,-1.97E+00,0.654940614,0.230291,1.42199,1.86E+08
1.29E+01,-1.96E+00,0.64868491,0.228402,1.42005,1.86E+08
1.29E+01,-1.96E+00,0.642450959,0.226525,1.41805,1.86E+08
1.29E+01,-1.95E+00,0.636250067,0.224664,1.416,1.85E+08
1.29E+01,-1.95E+00,0.630092541,0.222821,1.4139,1.85E+08
1.29E+01,-1.94E+00,0.62398759,0.220999,1.41174,1.85E+08
1.30E+01,-1.94E+00,0.617943239,0.219201,1.40954,1.85E+08
1.30E+01,-1.93E+00,0.611966258,0.217427,1.40729,1.85E+08
1.30E+01,-1.93E+00,0.606062126,0.21568,1.405,1.85E+08
1.30E+01,-1.92E+00,0.600234998,0.213961,1.40268,1.85E+08
1.30E+01,-1.92E+00,0.594487714,0.212269,1.40032,1.84E+08
1.30E+01,-1.91E+00,0.588821816,0.210606,1.39793,1.84E+08
1.30E+01,-1.90E+00,0.583237595,0.20897,1.39551,1.84E+08
1.30E+01,-1.90E+00,0.577734153,0.207361,1.39307,1.84E+08
1.30E+01,-1.89E+00,0.572309489,0.205778,1.3906,1.84E+08
1.30E+01,-1.89E+00,0.566960602,0.204219,1.38812,1.83E+08
1.31E+01,-1.88E+00,0.561683607,0.202684,1.38561,1.83E+08
1.31E+01,-1.87E+00,0.556473869,0.20117,1.3831,1.83E+08
1.31E+01,-1.87E+00,0.55132614,0.199674,1.38056,1.83E+08
1.31E+01,-1.86E+00,0.546234718,0.198196,1.37802,1.83E+08
1.31E+01,-1.85E+00,0.541193593,0.196733,1.37546,1.82E+08
1.31E+01,-1.85E+00,0.536196616,0.195281,1.37288,1.82E+08
1.31E+01,-1.84E+00,0.531237648,0.193841,1.3703,1.82E+08
1.31E+01,-1.83E+00,0.526310725,0.192408,1.36769,1.82E+08
1.31E+01,-1.83E+00,0.521410205,0.190982,1.36508,1.82E+08
1.31E+01,-1.82E+00,0.516530911,0.189561,1.36244,1.81E+08
1.32E+01,-1.81E+00,0.511668268,0.188142,1.35979,1.81E+08
1.32E+01,-1.81E+00,0.506818423,0.186726,1.35712,1.81E+08
1.32E+01,-1.80E+00,0.501978357,0.185311,1.35442,1.81E+08
1.32E+01,-1.79E+00,0.49714598,0.183897,1.3517,1.81E+08
1.32E+01,-1.79E+00,0.492320209,0.182483,1.34895,1.80E+08
1.32E+01,-1.78E+00,0.487501035,0.181071,1.34616,1.80E+08
1.32E+01,-1.77E+00,0.482689567,0.179659,1.34335,1.80E+08
1.32E+01,-1.77E+00,0.477888067,0.178251,1.34049,1.80E+08
1.32E+01,-1.76E+00,0.473099956,0.176847,1.3376,1.79E+08
1.32E+01,-1.75E+00,0.468329819,0.175449,1.33466,1.79E+08
1.33E+01,-1.74E+00,0.463583382,0.174061,1.33167,1.79E+08
1.33E+01,-1.74E+00,0.458867477,0.172683,1.32864,1.79E+08
1.33E+01,-1.73E+00,0.454189997,0.171321,1.32556,1.78E+08
1.33E+01,-1.72E+00,0.44955983,0.169976,1.32242,1.78E+08
1.33E+01,-1.71E+00,0.444986785,0.168654,1.31923,1.78E+08
1.33E+01,-1.70E+00,0.440481506,0.167359,1.31598,1.77E+08
1.33E+01,-1.70E+00,0.436055374,0.166095,1.31267,1.77E+08
1.33E+01,-1.69E+00,0.431720402,0.164866,1.30931,1.77E+08
1.33E+01,-1.68E+00,0.427489122,0.163678,1.30589,1.76E+08
1.33E+01,-1.67E+00,0.423374464,0.162536,1.3024,1.76E+08
1.34E+01,-1.66E+00,0.419389628,0.161445,1.29887,1.76E+08
1.34E+01,-1.65E+00,0.415547958,0.16041,1.29527,1.75E+08
1.34E+01,-1.64E+00,0.411862809,0.159436,1.29162,1.75E+08
1.34E+01,-1.63E+00,0.408347409,0.15853,1.28792,1.75E+08
1.34E+01,-1.62E+00,0.405014732,0.157695,1.28417,1.74E+08
1.34E+01,-1.61E+00,0.401877357,0.156938,1.28037,1.74E+08
1.34E+01,-1.61E+00,0.398947345,0.156263,1.27653,1.74E+08
1.34E+01,-1.60E+00,0.396236105,0.155674,1.27265,1.73E+08
1.34E+01,-1.59E+00,0.393754279,0.155176,1.26873,1.73E+08
1.34E+01,-1.58E+00,0.39151162,0.154773,1.26479,1.72E+08
1.35E+01,-1.57E+00,0.389516889,0.154469,1.26083,1.72E+08
1.35E+01,-1.56E+00,0.387777752,0.154267,1.25684,1.71E+08
1.35E+01,-1.55E+00,0.386300692,0.154169,1.25285,1.71E+08
1.35E+01,-1.54E+00,0.385090929,0.154179,1.24884,1.71E+08
1.35E+01,-1.53E+00,0.384152357,0.154297,1.24485,1.70E+08
1.35E+01,-1.52E+00,0.383487483,0.154525,1.24086,1.70E+08
1.35E+01,-1.51E+00,0.383097399,0.154864,1.23688,1.69E+08
1.35E+01,-1.50E+00,0.382981743,0.155313,1.23294,1.69E+08
1.35E+01,-1.49E+00,0.3831387,0.155872,1.22902,1.69E+08
1.35E+01,-1.48E+00,0.383565001,0.15654,1.22514,1.68E+08
1.36E+01,-1.47E+00,0.384255946,0.157314,1.2213,1.68E+08
1.36E+01,-1.46E+00,0.385205438,0.158193,1.21752,1.67E+08
1.36E+01,-1.45E+00,0.386406036,0.159172,1.2138,1.67E+08
1.36E+01,-1.44E+00,0.387849019,0.16025,1.21014,1.67E+08
1.36E+01,-1.43E+00,0.389524467,0.16142,1.20656,1.66E+08
1.36E+01,-1.42E+00,0.391421351,0.162679,1.20305,1.66E+08
1.36E+01,-1.41E+00,0.39352764,0.164021,1.19963,1.65E+08
1.36E+01,-1.40E+00,0.395830412,0.16544,1.19629,1.65E+08
1.36E+01,-1.40E+00,0.39831598,0.166931,1.19305,1.65E+08
1.36E+01,-1.39E+00,0.400970018,0.168488,1.18991,1.65E+08
1.37E+01,-1.38E+00,0.403777702,0.170103,1.18687,1.64E+08
1.37E+01,-1.37E+00,0.406723841,0.171769,1.18392,1.64E+08
1.37E+01,-1.36E+00,0.409793022,0.173481,1.18109,1.64E+08
1.37E+01,-1.36E+00,0.412969746,0.175231,1.17836,1.63E+08
1.37E+01,-1.35E+00,0.416238566,0.177012,1.17574,1.63E+08
1.37E+01,-1.34E+00,0.419584214,0.178817,1.17322,1.63E+08
1.37E+01,-1.34E+00,0.422991734,0.18064,1.17082,1.63E+08
1.37E+01,-1.33E+00,0.426446587,0.182474,1.16851,1.62E+08
1.37E+01,-1.33E+00,0.42993477,0.184313,1.16632,1.62E+08
1.37E+01,-1.32E+00,0.433442901,0.186151,1.16423,1.62E+08
1.38E+01,-1.32E+00,0.436958311,0.187982,1.16223,1.62E+08
1.38E+01,-1.31E+00,0.440469109,0.189801,1.16034,1.62E+08
1.38E+01,-1.31E+00,0.443964238,0.191604,1.15854,1.62E+08
1.38E+01,-1.30E+00,0.447433523,0.193386,1.15684,1.62E+08
1.38E+01,-1.30E+00,0.450867691,0.195143,1.15522,1.61E+08
1.38E+01,-1.29E+00,0.45425839,0.196871,1.15369,1.61E+08
1.38E+01,-1.29E+00,0.457598184,0.198568,1.15224,1.61E+08
1.38E+01,-1.28E+00,0.460880542,0.20023,1.15088,1.61E+08
1.38E+01,-1.28E+00,0.464099808,0.201856,1.14958,1.61E+08
1.38E+01,-1.28E+00,0.467251163,0.203443,1.14836,1.61E+08
1.39E+01,-1.27E+00,0.470330575,0.20499,1.1472,1.61E+08
1.39E+01,-1.27E+00,0.473334738,0.206496,1.14611,1.61E+08
1.39E+01,-1.27E+00,0.476261004,0.207959,1.14508,1.61E+08
1.39E+01,-1.27E+00,0.479107311,0.20938,1.14411,1.61E+08
1.39E+01,-1.26E+00,0.4818721,0.210757,1.1432,1.61E+08
1.39E+01,-1.26E+00,0.484554229,0.21209,1.14233,1.61E+08
1.39E+01,-1.26E+00,0.487152894,0.213378,1.14152,1.61E+08
1.39E+01,-1.26E+00,0.489667535,0.214623,1.14076,1.61E+08
1.39E+01,-1.25E+00,0.492097752,0.215823,1.14005,1.61E+08
1.39E+01,-1.25E+00,0.494443223,0.216979,1.13938,1.61E+08
1.40E+01,-1.25E+00,0.496703623,0.218091,1.13875,1.61E+08
1.40E+01,-1.25E+00,0.498878546,0.219158,1.13817,1.61E+08
1.40E+01,-1.25E+00,0.500967441,0.22018,1.13763,1.61E+08
1.40E+01,-1.24E+00,0.502969545,0.221158,1.13713,1.61E+08
1.40E+01,-1.24E+00,0.504883831,0.222089,1.13667,1.61E+08
1.40E+01,-1.24E+00,0.506708964,0.222975,1.13625,1.61E+08
1.40E+01,-1.24E+00,0.508443261,0.223813,1.13587,1.61E+08
1.40E+01,-1.24E+00,0.510084672,0.224604,1.13552,1.61E+08
1.40E+01,-1.24E+00,0.511630756,0.225346,1.13521,1.61E+08
1.40E+01,-1.24E+00,0.513078682,0.226038,1.13494,1.62E+08
1.41E+01,-1.24E+00,0.514425229,0.226678,1.1347,1.62E+08
1.41E+01,-1.24E+00,0.515666806,0.227266,1.1345,1.62E+08
1.41E+01,-1.23E+00,0.516799471,0.227799,1.13433,1.62E+08
1.41E+01,-1.23E+00,0.517818966,0.228276,1.1342,1.62E+08
1.41E+01,-1.23E+00,0.518720762,0.228695,1.13409,1.62E+08
1.41E+01,-1.23E+00,0.519500104,0.229054,1.13401,1.62E+08
1.41E+01,-1.23E+00,0.520152071,0.229351,1.13396,1.62E+08
1.41E+01,-1.23E+00,0.520671636,0.229585,1.13394,1.62E+08
1.41E+01,-1.23E+00,0.521053731,0.229754,1.13394,1.62E+08
1.41E+01,-1.23E+00,0.521293321,0.229856,1.13396,1.63E+08
1.42E+01,-1.23E+00,0.52138547,0.229889,1.13399,1.63E+08
1.42E+01,-1.23E+00,0.521325416,0.229852,1.13405,1.63E+08
1.42E+01,-1.23E+00,0.521108641,0.229743,1.13411,1.63E+08
1.42E+01,-1.23E+00,0.520730943,0.229562,1.13418,1.63E+08
1.42E+01,-1.23E+00,0.520188497,0.229307,1.13426,1.63E+08
1.42E+01,-1.23E+00,0.519477922,0.228978,1.13434,1.63E+08
1.42E+01,-1.23E+00,0.518596332,0.228574,1.13442,1.63E+08
1.42E+01,-1.24E+00,0.517541388,0.228094,1.13449,1.64E+08
1.42E+01,-1.24E+00,0.51631134,0.227539,1.13455,1.64E+08
1.42E+01,-1.24E+00,0.514905057,0.22691,1.1346,1.64E+08
1.43E+01,-1.24E+00,0.513322058,0.226206,1.13464,1.64E+08
1.43E+01,-1.24E+00,0.511562523,0.225428,1.13465,1.64E+08
1.43E+01,-1.24E+00,0.509627302,0.224578,1.13463,1.64E+08
1.43E+01,-1.24E+00,0.507517915,0.223656,1.13459,1.64E+08
1.43E+01,-1.24E+00,0.505236537,0.222666,1.13452,1.64E+08
1.43E+01,-1.24E+00,0.502785984,0.221607,1.13441,1.64E+08
1.43E+01,-1.24E+00,0.500169681,0.220482,1.13426,1.65E+08
1.43E+01,-1.24E+00,0.497391633,0.219295,1.13407,1.65E+08
1.43E+01,-1.24E+00,0.494456385,0.218046,1.13384,1.65E+08
1.43E+01,-1.24E+00,0.491368974,0.216738,1.13356,1.65E+08
1.44E+01,-1.24E+00,0.488134886,0.215375,1.13322,1.65E+08
1.44E+01,-1.24E+00,0.484759998,0.213958,1.13284,1.65E+08
1.44E+01,-1.24E+00,0.481250534,0.212492,1.1324,1.65E+08
1.44E+01,-1.24E+00,0.477613004,0.210978,1.1319,1.65E+08
1.44E+01,-1.24E+00,0.473854158,0.209421,1.13134,1.65E+08
1.44E+01,-1.24E+00,0.469980932,0.207822,1.13073,1.65E+08
1.44E+01,-1.23E+00,0.4660004,0.206185,1.13005,1.65E+08
1.44E+01,-1.23E+00,0.461919736,0.204514,1.12931,1.65E+08
1.44E+01,-1.23E+00,0.457746167,0.20281,1.12851,1.65E+08
1.44E+01,-1.23E+00,0.453486943,0.201078,1.12764,1.65E+08
1.45E+01,-1.23E+00,0.449149308,0.19932,1.1267,1.65E+08
1.45E+01,-1.23E+00,0.444740474,0.197539,1.1257,1.65E+08
1.45E+01,-1.23E+00,0.440267604,0.195738,1.12464,1.65E+08
1.45E+01,-1.22E+00,0.4357378,0.193919,1.1235,1.65E+08
1.45E+01,-1.22E+00,0.431158096,0.192086,1.1223,1.65E+08
1.45E+01,-1.22E+00,0.426535455,0.190242,1.12103,1.65E+08
1.45E+01,-1.22E+00,0.42187677,0.188389,1.1197,1.65E+08
1.45E+01,-1.22E+00,0.417188869,0.186529,1.11829,1.65E+08
1.45E+01,-1.21E+00,0.412478524,0.184666,1.11682,1.64E+08
1.45E+01,-1.21E+00,0.407752462,0.182802,1.11528,1.64E+08
1.46E+01,-1.21E+00,0.403017372,0.18094,1.11368,1.64E+08
1.46E+01,-1.20E+00,0.398279923,0.179083,1.112,1.64E+08
1.46E+01,-1.20E+00,0.393546769,0.177232,1.11026,1.64E+08
1.46E+01,-1.20E+00,0.388824562,0.175391,1.10845,1.64E+08
1.46E+01,-1.19E+00,0.384119957,0.173563,1.10657,1.64E+08
1.46E+01,-1.19E+00,0.37943962,0.171749,1.10463,1.63E+08
1.46E+01,-1.19E+00,0.37479023,0.169954,1.10263,1.63E+08
1.46E+01,-1.18E+00,0.370178473,0.168178,1.10055,1.63E+08
1.46E+01,-1.18E+00,0.365611041,0.166426,1.09842,1.63E+08
1.46E+01,-1.17E+00,0.361094621,0.1647,1.09622,1.63E+08
1.47E+01,-1.17E+00,0.356635879,0.163003,1.09395,1.62E+08
1.47E+01,-1.17E+00,0.352241446,0.161338,1.09163,1.62E+08
1.47E+01,-1.16E+00,0.347917895,0.159706,1.08924,1.62E+08
1.47E+01,-1.16E+00,0.343671714,0.158112,1.0868,1.62E+08
1.47E+01,-1.15E+00,0.339509283,0.156557,1.0843,1.61E+08
1.47E+01,-1.15E+00,0.335436839,0.155045,1.08174,1.61E+08
1.47E+01,-1.14E+00,0.331460449,0.153578,1.07913,1.61E+08
1.47E+01,-1.14E+00,0.327585974,0.152158,1.07647,1.61E+08
1.47E+01,-1.13E+00,0.323819034,0.150788,1.07375,1.60E+08
1.47E+01,-1.12E+00,0.320164981,0.149471,1.07099,1.60E+08
1.48E+01,-1.12E+00,0.316628861,0.148209,1.06818,1.60E+08
1.48E+01,-1.11E+00,0.313215389,0.147003,1.06533,1.59E+08
1.48E+01,-1.11E+00,0.30992892,0.145856,1.06245,1.59E+08
1.48E+01,-1.10E+00,0.306773421,0.14477,1.05952,1.59E+08
1.48E+01,-1.10E+00,0.303752457,0.143746,1.05656,1.58E+08
1.48E+01,-1.09E+00,0.300869171,0.142787,1.05356,1.58E+08
1.48E+01,-1.08E+00,0.298126271,0.141892,1.05054,1.58E+08
1.48E+01,-1.08E+00,0.295526028,0.141063,1.04749,1.57E+08
1.48E+01,-1.07E+00,0.293070268,0.140302,1.04442,1.57E+08
1.48E+01,-1.06E+00,0.290760382,0.139609,1.04134,1.57E+08
1.49E+01,-1.06E+00,0.288597326,0.138985,1.03823,1.56E+08
1.49E+01,-1.05E+00,0.286581643,0.13843,1.03511,1.56E+08
1.49E+01,-1.05E+00,0.284713473,0.137945,1.03199,1.56E+08
1.49E+01,-1.04E+00,0.28299258,0.137528,1.02885,1.55E+08
1.49E+01,-1.03E+00,0.281418375,0.137182,1.02571,1.55E+08
1.49E+01,-1.03E+00,0.279989943,0.136904,1.02258,1.54E+08
1.49E+01,-1.02E+00,0.278706077,0.136695,1.01944,1.54E+08
1.49E+01,-1.01E+00,0.277565307,0.136555,1.01631,1.54E+08
1.49E+01,-1.01E+00,0.276565935,0.136483,1.01319,1.53E+08
1.49E+01,-1.00E+00,0.275706065,0.136478,1.01008,1.53E+08
1.50E+01,-9.95E-01,0.274983642,0.136539,1.00698,1.53E+08
1.50E+01,-9.89E-01,0.274396473,0.136665,1.0039,1.52E+08
1.50E+01,-9.83E-01,0.273942264,0.136857,1.00084,1.52E+08
1.50E+01,-9.77E-01,0.273618639,0.137112,0.997794,1.51E+08
1.50E+01,-9.71E-01,0.273423164,0.13743,0.994775,1.51E+08
1.50E+01,-9.65E-01,0.273353365,0.137809,0.991781,1.51E+08
1.50E+01,-9.59E-01,0.273406738,0.13825,0.988816,1.50E+08
1.50E+01,-9.53E-01,0.273580757,0.138749,0.985881,1.50E+08
1.50E+01,-9.47E-01,0.273872878,0.139308,0.982977,1.50E+08
1.50E+01,-9.41E-01,0.274280533,0.139923,0.980109,1.49E+08
1.51E+01,-9.35E-01,0.274801124,0.140595,0.977277,1.49E+08
1.51E+01,-9.30E-01,0.275432006,0.141322,0.974485,1.49E+08
1.51E+01,-9.24E-01,0.276170472,0.142102,0.971734,1.48E+08
1.51E+01,-9.19E-01,0.277013733,0.142934,0.969026,1.48E+08
1.51E+01,-9.13E-01,0.277958886,0.143817,0.966364,1.48E+08
1.51E+01,-9.08E-01,0.27900289,0.144748,0.963751,1.47E+08
1.51E+01,-9.03E-01,0.280142536,0.145727,0.961188,1.47E+08
1.51E+01,-8.98E-01,0.281374416,0.146751,0.958678,1.47E+08
1.51E+01,-8.93E-01,0.282694888,0.147818,0.956223,1.47E+08
1.51E+01,-8.88E-01,0.284100054,0.148927,0.953826,1.46E+08
1.52E+01,-8.83E-01,0.285585727,0.150073,0.951489,1.46E+08
1.52E+01,-8.78E-01,0.287147408,0.151255,0.949214,1.46E+08
1.52E+01,-8.74E-01,0.288780266,0.152471,0.947002,1.46E+08
1.52E+01,-8.69E-01,0.290479127,0.153716,0.944858,1.45E+08
1.52E+01,-8.65E-01,0.292238459,0.154988,0.942781,1.45E+08
1.52E+01,-8.61E-01,0.294052375,0.156282,0.940773,1.45E+08
1.52E+01,-8.57E-01,0.295914639,0.157596,0.938837,1.45E+08
1.52E+01,-8.53E-01,0.297818674,0.158926,0.936974,1.45E+08
1.52E+01,-8.49E-01,0.299757588,0.160267,0.935183,1.44E+08
1.52E+01,-8.45E-01,0.301724201,0.161615,0.933467,1.44E+08
1.53E+01,-8.42E-01,0.303711083,0.162966,0.931825,1.44E+08
1.53E+01,-8.38E-01,0.305710597,0.164315,0.930257,1.44E+08
1.53E+01,-8.35E-01,0.307714953,0.165658,0.928764,1.44E+08
1.53E+01,-8.32E-01,0.309716265,0.166991,0.927343,1.44E+08
1.53E+01,-8.29E-01,0.311706612,0.168309,0.925995,1.44E+08
1.53E+01,-8.26E-01,0.313678114,0.169608,0.924718,1.43E+08
1.53E+01,-8.24E-01,0.315622992,0.170883,0.923509,1.43E+08
1.53E+01,-8.21E-01,0.317533653,0.17213,0.922366,1.43E+08
1.53E+01,-8.19E-01,0.319402758,0.173346,0.921288,1.43E+08
1.53E+01,-8.16E-01,0.321223295,0.174527,0.92027,1.43E+08
1.54E+01,-8.14E-01,0.322988657,0.175669,0.91931,1.43E+08
1.54E+01,-8.12E-01,0.324692702,0.17677,0.918405,1.43E+08
1.54E+01,-8.10E-01,0.326329826,0.177827,0.917549,1.43E+08
1.54E+01,-8.08E-01,0.327895009,0.178837,0.916741,1.43E+08
1.54E+01,-8.07E-01,0.329383875,0.1798,0.915974,1.43E+08
1.54E+01,-8.05E-01,0.330792728,0.180712,0.915246,1.43E+08
1.54E+01,-8.03E-01,0.332118581,0.181574,0.914552,1.43E+08
1.54E+01,-8.02E-01,0.333359184,0.182385,0.913887,1.43E+08
1.54E+01,-8.00E-01,0.334513031,0.183145,0.913248,1.43E+08
1.54E+01,-7.99E-01,0.335579356,0.183853,0.912631,1.43E+08
1.55E+01,-7.98E-01,0.336558127,0.18451,0.912031,1.43E+08
1.55E+01,-7.96E-01,0.337450017,0.185118,0.911444,1.43E+08
1.55E+01,-7.95E-01,0.338256372,0.185678,0.910868,1.43E+08
1.55E+01,-7.94E-01,0.338979165,0.186191,0.910299,1.43E+08
1.55E+01,-7.93E-01,0.33962094,0.18666,0.909733,1.43E+08
1.55E+01,-7.92E-01,0.340184752,0.187085,0.909169,1.43E+08
1.55E+01,-7.90E-01,0.340674088,0.187471,0.908604,1.43E+08
1.55E+01,-7.89E-01,0.341092798,0.187819,0.908036,1.43E+08
1.55E+01,-7.88E-01,0.341445006,0.188132,0.907463,1.43E+08
1.55E+01,-7.87E-01,0.341735028,0.188412,0.906884,1.43E+08
1.56E+01,-7.86E-01,0.341967281,0.188661,0.906299,1.43E+08
1.56E+01,-7.85E-01,0.342146198,0.188884,0.905706,1.43E+08
1.56E+01,-7.83E-01,0.342276142,0.189081,0.905106,1.43E+08
1.56E+01,-7.82E-01,0.342361321,0.189255,0.904499,1.43E+08
1.56E+01,-7.81E-01,0.342405714,0.189408,0.903885,1.43E+08
1.56E+01,-7.80E-01,0.342413001,0.189542,0.903265,1.43E+08
1.56E+01,-7.79E-01,0.342386496,0.189659,0.902639,1.43E+08
1.56E+01,-7.78E-01,0.342329094,0.189759,0.90201,1.43E+08
1.56E+01,-7.76E-01,0.342243233,0.189845,0.901377,1.43E+08
1.56E+01,-7.75E-01,0.342130852,0.189916,0.900742,1.43E+08
1.57E+01,-7.74E-01,0.341993379,0.189974,0.900106,1.43E+08
1.57E+01,-7.73E-01,0.341831715,0.190018,0.899471,1.43E+08
1.57E+01,-7.72E-01,0.34164624,0.190049,0.898838,1.43E+08
1.57E+01,-7.71E-01,0.341436824,0.190066,0.898208,1.43E+08
1.57E+01,-7.70E-01,0.341202854,0.190068,0.897582,1.43E+08
1.57E+01,-7.68E-01,0.340943272,0.190055,0.896961,1.43E+08
1.57E+01,-7.67E-01,0.340656613,0.190025,0.896345,1.43E+08
1.57E+01,-7.66E-01,0.340341069,0.189979,0.895735,1.43E+08
1.57E+01,-7.65E-01,0.339994539,0.189913,0.895131,1.43E+08
1.57E+01,-7.64E-01,0.339614706,0.189828,0.894533,1.43E+08
1.58E+01,-7.63E-01,0.339199098,0.189721,0.89394,1.43E+08
1.58E+01,-7.62E-01,0.338745172,0.189592,0.893353,1.43E+08
1.58E+01,-7.61E-01,0.338250379,0.189439,0.89277,1.43E+08
1.58E+01,-7.60E-01,0.337712245,0.18926,0.892191,1.43E+08
1.58E+01,-7.59E-01,0.337128435,0.189055,0.891613,1.43E+08
1.58E+01,-7.58E-01,0.336496831,0.188823,0.891035,1.43E+08
1.58E+01,-7.57E-01,0.335815585,0.188564,0.890457,1.43E+08
1.58E+01,-7.56E-01,0.335083178,0.188275,0.889875,1.43E+08
1.58E+01,-7.56E-01,0.33429847,0.187958,0.889289,1.43E+08
